Task Name,Sub-tasks,Output,Title,URL
"What do we know about virus genetics, origin, and evolution?",Evidence that livestock could be infected,"Insights as to why and how certain zoonotic viruses appear predisposed to spillover and the various paths they take in the emergence process, are to be gleaned by examining the evolutionary history and current context of where and how zoonotic viruses exist and just how they become identified as etiologic agents of human disease (see the chapter by Childs, this volume). Predisposing biological characteristics include evidence of multiple H R s (Dobson and Foufopoulos 2001; Cleaveland et al. 2001 ; see the chapters by Cleaveland and by Holmes and Drummond, this volume), high replication rates, high mutation rates, and the potential for homologous or heterologous recombination, which reach maxima in zoonotic viruses with RNA genomes (Holland et al. 1982; Arias et al. 2001) .",Introduction: Conceptualizing and Partitioning the Emergence Process of Zoonotic Viruses from Wildlife to Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122288/
"What do we know about virus genetics, origin, and evolution?",Evidence that livestock could be infected,"Whether this current COVID-19 epidemic 'frizzles out' or expands into a full-blown pandemic remains to be seen. It might also be desirable to monitor farm animals and pet cats for infection with 2019-nCoV, since their ACE2 receptor responsible for 2019-nCoV binding differs in only a few amino acids from human ACE2. Surveillance might prevent the virus establishing itself in another animal species that is in close contact to humans. In addition, in light of the fact that there are multiple species of CoVs circulating in wildlife species and that these animals are constantly interacting with each other, host-species expansion or interspecies transmission of new CoV to humans seems to be inevitable. Major knowledge gaps regarding the emergence of 2019-nCoV remain exists but worldwide scientists are working with unprecedented speed to investigate the virus, rushing to develop targeted therapeutics (see Outstanding Questions). Notwithstanding, a global surveillance network involving veterinarians and animal biologists is urgently needed to monitor, and possibly to predict, potential sources for the emergence of another highly pathogenic CoV. We propose the concept of 'One Health' to facilitate scientific exchange across disciplines, sharing of data, and coordinated efforts in order to prevent future outbreaks. From surveillance and evolutionary studies on animal viruses, can their zoonotic potential be identified before interspecies transmission occurs?","COVID-19: Epidemiology, Evolution, and Cross-Disciplinary Perspectives Trends in Molecular Medicine",https://doi.org/10.1016/j.molmed.2020.02.008
"What do we know about virus genetics, origin, and evolution?",Evidence that livestock could be infected,"The pandemic spread of highly pathogenic avian influenza virus (HPAIV) is of special importance since it poses a significant threat to both animal and human health. A number of studies have explored the possibility of creating safe recombinant viruses expressing the protective proteins of the H5N1 strain. This would overcome the safety limitations that hinder the production and widespread use of the current influenza vaccines in the field. Haemagglutinin (HA) of the H5 subtype HPAIV was expressed from recombinant vaccine strains of NDV and this virus has been used successfully to vaccinate large numbers of animals. In a recent study [235] both a wild-type and a mutated HA open reading frame of an HPAIV derived from a wild bird isolate, were inserted into the intergenic region between the P and matrix (M) genes of the LaSota NDV vaccine strain. A single dose of the recombinant viruses in chickens induced both NDV-and AIV H5-specific antibodies and completely protected chickens from challenge with a lethal dose of both velogenic NDV and homologous and heterologous H5N1 HPAIV.",Antigen delivery systems for veterinary vaccine development Viral-vector based delivery systems,https://doi.org/10.1016/j.vaccine.2008.09.044
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"A wider investigation of SARS-CoV-like viruses in different animal species is still needed to fill the gaps in the transmission chain of SARS-CoVs and to understand the viral evolution. The identification of different viral genotypes in natural hosts would provide information as to the important factors in the species barrier and human infection with SARS-CoV. The culling of the masked palm civets in Guangdong in January 2004 was an urgent need at that time. However, further studies of the distribution of the SAR-CoV in the environment will provide information on its natural animal reservoirs and methods to contain its epizootic transmission.",Investigation of Animal Reservoir(s) of SARS-CoV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121429/
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"Despite the wealth of active scientific research and information, the mechanisms of viral clearance, immune correlates of protection, and the immunopathogenesis of SARS infection remain unclear. The risk of SARS-CoV to humans is still high due to the large number of animal reservoirs of SARS-CoV-like coronaviruses and the genome instability of RNA coronaviruses. Currently available animal models are inadequate, and development of models that mimic the clinical symptoms of human SARS infection is urgently required for mechanistic study and vaccine evaluation. Serial analysis of acute SARS samples to analyze innate, antibody, and T-cell responses would be useful to develop treatment strategies and prophylactic SARS vaccines.",Host Immune Responses to SARS Coronavirus in Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123234/
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,It is important to know the natural history of the disease as well as viral shedding in different stages of clinical illness. Viral shedding can vary from acute to convalescent to post-recovery phase as well. Host factors such as young children and immunocompromised population may also matter. Host infection following transmission of the virus is dependent on local mucosal immunity to natural immunity or crossprotection or vaccine induced immunity. Virus stability in community or hospital environment may vary and determines a high or low risk of transmission depending upon the significant exposure of the host. Animal models may also help in studying the pathogenesis of COVID-19.,0,https://doi.org/10.1016/j.mjafi.2020.04.001
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"The first viral isolate was patented and concerns were raised that this would restrict access to both the virus and to viral diagnostics [11, 12] . However, sensitive, validated reverse transcriptase real-time polymerase chain reaction (RT-rtPCR)-based diagnostics were quickly described and virus was made freely available subject to routine biosafety considerations [13] . Subsequent epidemiology and research has identified the cell receptor as exopeptidase dipeptidyl peptidase 4 (DPP4; also called CD26); that MERS-CoV has a broad tropism, replicating better in some cells lines and eliciting a more proinflammatory response than SARS-CoV; is widespread in DCs; has the potential to infect other animals and that MERS kills its human host more often than SARS did (20-40 % versus 9 % for SARS [14] ) [15] [16] [17] [18] [19] .","MERS coronavirus: diagnostics, epidemiology and transmission",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4687373/
"What do we know about virus genetics, origin, and evolution?",Animal host(s) and any evidence of continued spill-over to humans,"Whether this current COVID-19 epidemic 'frizzles out' or expands into a full-blown pandemic remains to be seen. It might also be desirable to monitor farm animals and pet cats for infection with 2019-nCoV, since their ACE2 receptor responsible for 2019-nCoV binding differs in only a few amino acids from human ACE2. Surveillance might prevent the virus establishing itself in another animal species that is in close contact to humans. In addition, in light of the fact that there are multiple species of CoVs circulating in wildlife species and that these animals are constantly interacting with each other, host-species expansion or interspecies transmission of new CoV to humans seems to be inevitable. Major knowledge gaps regarding the emergence of 2019-nCoV remain exists but worldwide scientists are working with unprecedented speed to investigate the virus, rushing to develop targeted therapeutics (see Outstanding Questions). Notwithstanding, a global surveillance network involving veterinarians and animal biologists is urgently needed to monitor, and possibly to predict, potential sources for the emergence of another highly pathogenic CoV. We propose the concept of 'One Health' to facilitate scientific exchange across disciplines, sharing of data, and coordinated efforts in order to prevent future outbreaks. From surveillance and evolutionary studies on animal viruses, can their zoonotic potential be identified before interspecies transmission occurs?","COVID-19: Epidemiology, Evolution, and Cross-Disciplinary Perspectives Trends in Molecular Medicine",https://doi.org/10.1016/j.molmed.2020.02.008
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","From the molecular clock analysis, we were able to estimate the times of the most recent common ancestor (tMRCA) of clusteres A-E. We find that SARS-CoV-2 lineages were imported multiple It is made available under a CC-BY-NC-ND 4.0 International license . is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. medRxiv preprint doi: https://doi.org/10.1101/2020.04.01.20047076. The copyright holder for this preprint (which was not peer-reviewed) times into Guangdong during the second half of January 2020 (Figure 4). Three clusters (C, D, E) have earlier tMRCAs that coincide with the start of the Guangdong epidemic and two (A, B) have later tMRCAs, around the time of the epidemic peak in the province (Figure 4). The average time between the tMRCA and the earliest sequence collection date in each cluster was approximately 10.5 days. The observed duration of each phylogenetic cluster (tMRCA to most recently sampled sequence) ranged from 13.8 (cluster B) to 45.5 (cluster D) days. The clusters with earlier tMRCAs contain more sequences sampled from travellers outside of China, possibly reflecting a decrease in air passenger travel from Guangdong after January 2020 (Flightradar 2020). The median tMRCA estimate of the COVID-19 pandemic was 29th November 2019 (95% HPD 14th Novemb","Genomic epidemiology of SARS-CoV-2 in Guangdong Province, China",https://doi.org/10.1101/2020.04.01.20047076
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Laboratory findings were all within normal values and common respiratory pathogens (influenzavirus A and B, parainfluenza virus, respiratory syncytial virus, rhinovirus, adenovirus, enterovirus, metapneumovirus, bocavirus, coronavirus strains HKU1, NL63, 229E and OC43,  Bordetella pertussis, Mycoplasma pneumoniae  and  Legionella pneumophila) on pharyngeal swab were excluded. At admission, a second positive real-time RT-PCR on a nasopharyngeal swab confirmed the COVID-19 diagnosis. As the patient was paucisymptomatic, we retrospectively tested serum samples collected at admission using in house-prepared immunofluorescence (IF) slides and neutralisation test as confirmatory test. The IF results showed positivity for both IgG and IgM (? 1:640 and 1:80, respectively) at the same time point of the first viral RNA positive result. A preliminary evaluation of the IF test was performed using residual negative samples and few serum samples positive for other human coronaviruses. Two chest computed tomography (CT) scans of the patient (on 7 and 17 February) were normal",0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096776/
"What do we know about virus genetics, origin, and evolution?",Evidence that livestock could be infected,"Insights as to why and how certain zoonotic viruses appear predisposed to spillover and the various paths they take in the emergence process, are to be gleaned by examining the evolutionary history and current context of where and how zoonotic viruses exist and just how they become identified as etiologic agents of human disease (see the chapter by Childs, this volume). Predisposing biological characteristics include evidence of multiple H R s (Dobson and Foufopoulos 2001; Cleaveland et al. 2001 ; see the chapters by Cleaveland and by Holmes and Drummond, this volume), high replication rates, high mutation rates, and the potential for homologous or heterologous recombination, which reach maxima in zoonotic viruses with RNA genomes (Holland et al. 1982; Arias et al. 2001) .",Introduction: Conceptualizing and Partitioning the Emergence Process of Zoonotic Viruses from Wildlife to Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122288/
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,It is important to know the natural history of the disease as well as viral shedding in different stages of clinical illness. Viral shedding can vary from acute to convalescent to post-recovery phase as well. Host factors such as young children and immunocompromised population may also matter. Host infection following transmission of the virus is dependent on local mucosal immunity to natural immunity or crossprotection or vaccine induced immunity. Virus stability in community or hospital environment may vary and determines a high or low risk of transmission depending upon the significant exposure of the host. Animal models may also help in studying the pathogenesis of COVID-19.,0,https://doi.org/10.1016/j.mjafi.2020.04.001
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"According to rapid spread of new corona virus 2019 in the world (reported in 86 countries as of March 5, 2020), it is crucial to stablish robust clinical data to help health care providers control the outbreak (17). Early diagnosis of 2019-nCoV can lead to patient isolation strategies which in turn leads to reduction of viral transition. The epidemiological history may be vague and the sign and symptoms of the disease may resemble other viral infections. The RT-PCR tests of serum or respiratory specimens may be unavailable for all suspected patients as well.
",Clinical characterization and chest CT findings in laboratory-confirmed COVID-19: a systematic review and meta-analysis,https://doi.org/10.1101/2020.03.05.20031518
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","We read with interest the recent report by Zhang and colleagues in this Journal, 1 who described the continuous evolution and dissemination of Corona Virus Disease 2019 (COVID-19). They analyzed the genomes and found the degree of diversification of 2019-nCoV was much smaller when compared with influenza A viruses. However, the transmission characteristics of Corona Virus Disease 2019 in China were also needed to be considered.
",,https://doi.org/10.1016/j.jinf.2020.03.008
What do we know about vaccines and therapeutics?,"Capabilities to discover a therapeutic (not vaccine) for the disease, and clinical effectiveness studies to discover therapeutics, to include antiviral agents.","Since the last identified naturally occurring case of SARS in July 2003, remarkable progress has been made in studies to identify targets for interference with virus replication, to identify potential therapeutics for SARS-CoV, to develop animal models for replication and pathogenesis, and to test potential vaccine candidates. In a recent comprehensive study more than 10,000 natural and synthetic compounds were assayed for the capacity to inhibit SARS-CoV replication in cell culture [25] . This screen identified approximately 50 putative antivirals that are currently in clinical development, suggesting that a cure for SARS might be closer than once thought. But the question that remains is -should the development and testing of therapeutics and vaccines be sustained, because SARS appears to have retreated into its unknown endemic host and is not causing human disease?
",Molecular targets for the rational design of drugs to inhibit SARS coronavirus,https://doi.org/10.1016/j.ddmec.2004.08.016
What do we know about vaccines and therapeutics?,Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients,"Various forms of SARS-CoV vaccine have been evaluated. Inactivated whole virus vaccines are immunogenic and protective in animal models. However, this approach requires the production of a large amount of infectious virus in a biosafety level 3 containment facility, which is not widely available among vaccine manufacturers. Because the S protein of SARS-CoV is responsible for receptor binding and membrane fusion, it is a priority target for the development of subunit vaccines. Full-length S protein delivered in the form of DNA vaccine, or expressed in attenuated vaccinia virus or recombinant baculovirus systems, have been to shown to induce T cell and neutralizing antibody responses, and have been found to be protective in challenge studies. 124, 126, 164, 165 However, there are concerns about using full-length S protein as a vaccine, because harmful immune responses causing liver damage in vaccinated animals have been reported. 166 The possibility of enhanced disease, as observed in vaccinated cats on infection with feline infectious peritonitis virus, is also a concern. 167,168 Theoretically, antibodies present at low concentrations may form complexes with virions, and be taken up by macrophage via the Fc receptors expressed on its surface. This process enhances virus dissemination and may lead to adverse outcomes. Vaccines based on a partial S protein or other structural proteins of SARS-CoV have been explored. The greatest challenge to sustainable vaccine development is that SARS-CoV has disappeared from humans, and antigenic changes of the re-emergent strain, if it ever occurs, remain unknown.",KEYWORDS SARS Clinical features Pathogenesis Treatment Outcome,https://doi.org/10.1016/j.idc.2010.04.009
What do we know about vaccines and therapeutics?,Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients.,"Thus far, MERS-CoV vaccines have been shown to provide efficacious protection in animal models, though none of the vaccines developed has been tested in human clinical trials. Major strategies for vaccine development are focused on the elicitation of serum antibodies against the major antigen (S protein) of MERS-CoV . Further, passive immunotherapy using convalescent phase human plasma is being considered in MERS patients after its success in animal models . However, studies also demonstrate that MERS-CoV S protein-derived vaccines induce specific CD8 þ T-cell and virus-neutralizing antibodies, which could contribute to complete protection against MERS-CoV in animal models (Lan et al., 2014; Volz et al., 2015) . Based on the investigations of immune memory against SARS-CoV in follow-up studies of recovered patients (discussed above), T-cell responses can provide robust long-term memory and possess a considerable potential for cross-reactivity with heterotypic coronaviruses. Thus, vaccines combining both cellular and humoral responses should be considered for coronavirus prevention. The similarities between the immunopathogenesis of SARS-CoV and MERS-CoV through interaction with cell receptors and blockage of host innate immune responses also point to potential therapeutic targets in patients infected with other pathogenic coronaviruses.",T-cell immunity of SARS-CoV: Implications for vaccine development against MERS-CoV,https://doi.org/10.1016/j.antiviral.2016.11.006
What do we know about vaccines and therapeutics?,"Task4_vaccines_Assays to evaluate vaccine immune response and process development for vaccines, alongside suitable animal models Task4_vaccines_Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients. ","Several vaccine candidates based on full-length or truncated S protein including vectored, DNA, and nanoparticle vaccines, as well as S or RBD protein-based subunit vaccines, have been developed and investigated in animal models [9] [10] [11] [12] [13] [14] [15] [16] [17] . Although some of these candidates can induce high levels of nAbs in vaccinated animals and have entered phase 1 clinical trials [15] [16] [17] , most of these candidates are associated with low immunogenicity requiring multiple doses [18] . Importantly, vaccine research on other members of the coronaviruses including SARS-CoV [19] [20] [21] [22] [23] [24] [25] [26] [27] revealed several safety concerns associated with the use of S-based vaccines, including inflammatory and immunopathological effects such as pulmonary eosinophilic infiltration and antibody (Ab)-mediated disease enhancement following subsequent viral challenge of vaccinated animals. Recently, we also showed that whole inactivated MERS-CoV vaccine (WIV) is associated with significantly increased pulmonary eosinophilic infiltration accompanied by elevated levels of Th2 cytokines in vaccinated human DPP4 transgenic (hDPP4 Tg + ) mice in response to virus challenge [28] . Given these previous observations, a MERS-CoV vaccine based on the full-length S protein could pose potential safety concerns similar to those associated with SARS-CoV vaccines. While the neutralizing epitope-rich S1 region could be considered as an alternative target for an effective and safe MERS vaccine, S1-based protection could clearly be enhanced through appropriate immunological modulation.","The Journal of Infectious Diseases A Highly Immunogenic, Protective, and Safe Adenovirus- Based Vaccine Expressing Middle East Respiratory Syndrome Coronavirus S1-CD40L Fusion Protein in a Transgenic Human Dipeptidyl Peptidase 4 Mouse Model",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107499/
What do we know about vaccines and therapeutics?,Exploration of use of best animal models and their predictive value for a human vaccine.,"The icSARS-CoV GD03-S recombinant virus demonstrated gaps in vaccine design for controlling future SARS-CoV epidemics. Our results are consistent with earlier reports suggesting that zoonotic viruses are highly resistant to neutralization with antiserum directed against epidemic strains like Urbani. 21 Importantly, VRP vaccines elicited high levels of neutralizing antiserum against the homologous isolate, but less efficient neutralizing responses against the icGD03-S recombinant virus. These high neutralizing responses likely translated to efficient protection from homologous infection, both in young and aged mice, but also provided short-term protection against homologous protection in younger animals. In aged animals, responses had waned or elderly immune systems had deteriorated sufficiently to allow for robust icGD03 replication and pathogenesis. 13, 14 It is likely that vaccine approaches that induce less robust neutralizing responses like DNA and killed vaccines, might completely fail in protecting against icGD03 challenge. To rectify this problem, booster vaccines should be considered in senescent populations or new vaccine formulations be assembled that include S glycoprotein determinants that protect against epidemic and zoonotic forms of SARS-CoV. Future studies will evaluate single VRP regiments that include either the VRP-S or VRP-N candidate vaccines separately, as this approach may enhance overall protection in VRP-S vaccinated animals. Clearly, the availability of SARS-CoV strains harboring zoonotic S glycoproteins will provide important future reference inoculums for evaluating the robustness of new vaccine candidates in animals.",SARS CORONAVIRUS VACCINE DEVELOPMENT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7124095/
What do we know about vaccines and therapeutics?,Efforts targeted at a universal coronavirus vaccine.,"Several groups have investigated various vaccine platforms to combat MERS-CoV [29] [30] [31] [32] [33] [34] [35] [36] [37] [38] [39] [40] [41] [42] . Most of these experimental vaccines were based on MERS-CoV full-length or truncated versions of the spike protein; these prototype vaccines were found to have induced high levels of nAbs and sometimes conferred protection against MERS-CoV challenge in several animal models. However, several previous SARS-CoV vaccine studies have also shown that there might be some safety concerns associated with the use of WIV 43 , truncated S subunit/protein vaccines 44 or vectored vaccines expressing full-length S protein 45 . These concerns included inflammatory and immunopathological effects such as eosinophilic infiltration of the lungs as well as Ab-mediated disease enhancement (ADE) in immunized animals upon viral challenge. It is believed that induction of Th2-polarized immune response and/or non-neutralizing Abs against epitopes within the S protein (i.e. outside the neutralizing-epitope rich RBD or S1 subunit) are the reason for the observed immunopathology and disease enhancement in vaccinated animals [46] [47] [48] , suggesting that use of S1 subunit over full-length S protein could be a safer option for vaccine development.",Immunogenicity of Candidate MERS-CoV DNA Vaccines Based on the Spike Protein OPEN,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5362948/
What do we know about vaccines and therapeutics?,Efforts to develop animal models and standardize challenge studies,The emergence of severe acute respiratory syndrome (SARS) in 2002 and 2003 affected global health and caused major economic disruption. Adequate animal models are required to study the underlying pathogenesis of SARS-associated coronavirus (SARS-CoV) infection and to develop effective vaccines and therapeutics. We report the first findings of measurable clinical disease in nonhuman primates (NHPs) infected with SARS-CoV.,Cynomolgus Macaque as an Animal Model for Severe Acute Respiratory Syndrome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1435788/
What do we know about vaccines and therapeutics?,Clinical and bench trials to investigate less common viral inhibitors against COVID-19,"Given the scale and rapid spread of the 2019 novel coronavirus (2019-nCoV) acute respiratory disease, there is an immediate need for medicines that can help before a vaccine can be produced. Results of rapid sequencing of 2019-nCoV, coupled with molecular modelling based on the genomes of related virus proteins, 1 have suggested a few compounds that are likely to be effective, including the anti-HIV lopinavir plus ritonavir combination.
","Efforts targeted at a universal coronavirus vaccine. The burgeoning field of microbial forensics should be accompanied by a parallel development of educational 
Coronavirus disease 2019, COVID-19, SARS-CoV-2, Severe acute respiratory syndrome coronavirus 2, 2019-nCoV, SARSr-CoV, COVID",https://doi.org/10.1016/s0140-6736(20)30304-4
